Entry	Entry Name	Organism	Length	Gene Ontology (GO)
P16418	HBB_ERYML	Erythrolamprus miliaris (South American water snake) (Liophis miliaris)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18707	HBB_MESBR	Mesocricetus brandti (Brandt's hamster) (Turkish hamster)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18982	HBB_AILFU	Ailurus fulgens (Himalayan red panda)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18985	HBB_MICAD	Mico argentatus (Silvery marmoset) (Callithrix argentata)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18986	HBB_CROCR	Crocuta crocuta (Spotted hyena)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18987	HBB1_IGUIG	Iguana iguana (Common iguana)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18988	HBB2_PANLE	Panthera leo (Lion)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18989	HBB_PROLO	Procyon lotor (Raccoon)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18990	HBB_TURTR	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18991	HBB1_SAAHA	Saara hardwickii (Indian spiny-tailed lizard) (Uromastyx hardwickii)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P18993	HBB1_VARAL	Varanus albigularis (White-throated monitor) (Varanus exanthematicus albigularis)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P19016	HBB_HIPAM	Hippopotamus amphibius (Hippopotamus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P19646	HBB_PAGLA	Paguma larvata (Masked palm civet)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P19885	HBB_COLPO	Colobus polykomos (Western black-and-white colobus monkey)	147	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P20246	HBB1_TORMA	Torpedo marmorata (Marbled electric ray)	142	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P20247	HBB2_TORMA	Torpedo marmorata (Marbled electric ray)	142	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P20855	HBB_CTEGU	Ctenodactylus gundi (Northern gundi)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P21201	HBB_VULVU	Vulpes vulpes (Red fox)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P21380	HBB_RANTA	Rangifer tarandus (Reindeer) (Cervus tarandus)	145	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P21667	HBB_VARVI	Varecia variegata (Black-and-white ruffed lemur) (Lemur macaco variegatus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P21668	HBB_PSIKR	Psittacula krameri (Rose-ringed parakeet)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P22742	HBB_FRAPO	Francolinus pondicerianus (Grey francolin) (Tetrao pondicerianus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P22743	HBB2_NAJNA	Naja naja (Indian cobra)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P23017	HBB1_CYGMA	Cygnodraco mawsoni (Antarctic dragonfish)	147	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P23018	HBB2_CYGMA	Cygnodraco mawsoni (Antarctic dragonfish)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P23020	HBB_PROCR	Proteles cristata (Aardwolf)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P23602	HBB_MUSLU	Mustela lutreola (European mink)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P23741	HBB_LATCH	Latimeria chalumnae (Coelacanth)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P24292	HBB_ECHTE	Echinops telfairi (Lesser hedgehog tenrec)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P24660	HBB_MACGG	Macroderma gigas (Australian ghost bat)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P26916	HBB_NASNA	Nasua nasua (Ring-tailed coati)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P28781	HBB_TAPGE	Taphozous georgianus (Sharp-nosed tomb bat) (Taphozous australis georgianus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P29625	HBB_GYMAC	Gymnodraco acuticeps (Antarctic dragonfish)	147	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P29626	HBBY_MESAU	Mesocricetus auratus (Golden hamster)	147	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P29627	HBBZ_MESAU	Mesocricetus auratus (Golden hamster)	102	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P29628	HBB_NOTAN	Notothenia angustata (Rockcod)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P30893	HBB_COTJA	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P41328	HBB_LYNLY	Lynx lynx (Eurasian lynx) (Felis lynx)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P41332	HBB_MICGB	Microcephalophis gracilis (Graceful small-headed sea snake) (Hydrus gracilis)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P45720	HBB_TRENE	Trematomus newnesi (Dusky notothen)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P45721	HBBC_TRENE	Trematomus newnesi (Dusky notothen)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P45722	HBBC_TREBE	Trematomus bernacchii (Emerald rockcod) (Pseudotrematomus bernacchii)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P56251	HBB_LEIXA	Leiostomus xanthurus (Spot)	147	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P56692	HBB_HEMAK	Hemitrygon akajei (Red stingray) (Dasyatis akajei)	142	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P60524	HBB_CANLF	Canis lupus familiaris (Dog) (Canis familiaris)	146	haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; erythrocyte development [GO:0048821]; oxygen transport [GO:0015671]
P60525	HBB_CANLA	Canis latrans (Coyote)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P60526	HBB_CHRBR	Chrysocyon brachyurus (Maned wolf)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P67819	HBB_BOSGF	Bos gaurus frontalis (Domestic gayal) (Bos frontalis)	145	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P67820	HBB_BUBBU	Bubalus bubalis (Domestic water buffalo)	145	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P67822	HBB_CEBCA	Cebus capucinus (White-faced sapajou)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P67823	HBB_EQUHE	Equus hemionus kulan (Turkmenian kulan) (Equus onager kulan)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P67824	HBB_EQUZE	Equus zebra (Mountain zebra)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68011	HBB_URSMA	Ursus maritimus (Polar bear) (Thalarctos maritimus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68012	HBB_URSTH	Ursus thibetanus (Asiatic black bear) (Selenarctos thibetanus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68013	HBB_HELMA	Helarctos malayanus (Malayan sun bear) (Ursus malayanus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68044	HBB_MUSPF	Mustela putorius furo (European domestic ferret) (Mustela furo)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68045	HBB_MUSPU	Mustela putorius (European polecat)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68046	HBB_ODORO	Odobenus rosmarus divergens (Pacific walrus)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68047	HBB_ARCGA	Arctocephalus galapagoensis (Galapagoes fur seal) (Arctocephalus australis galapagoensis)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68052	HBB_PTEBR	Pteronura brasiliensis (Giant otter)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68053	HBB_MARFO	Martes foina (Beech marten)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
P68054	HBB_LEONI	Leontocebus nigricollis (Black-mantled tamarin) (Saguinus nigricollis)	146	blood microparticle [GO:0072562]; haptoglobin-hemoglobin complex [GO:0031838]; hemoglobin complex [GO:0005833]; haptoglobin binding [GO:0031720]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; organic acid binding [GO:0043177]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]
